City,State,Zip,Latitude,Longitude,Timezone,DST
Goldvein,VA,22720,38.474222,-77.64361,-5,1
Hogansburg,NY,13655,44.98184,-74.67374,-5,1
Rumney,NH,3266,43.806365,-71.87952,-5,1
Temple,TX,76503,31.053986,-97.320306,-6,1
Houston,TX,77015,29.778526,-95.18118,-6,1
Galveston,TX,77550,29.298448,-94.79316,-6,1
Laredo,TX,78041,27.542244,-99.49233,-6,1
Akron,CO,80720,40.124199,-103.18362,-7,1
Atomic City,ID,83215,43.442618,-112.81316,-7,1
White Bird,ID,83554,45.717554,-116.26936,-8,1
Hilo,HI,96720,19.713562,-155.09842,-10,0
Otis,OR,97368,45.009935,-123.91182,-8,1
Sumpter,OR,97877,44.744446,-118.2229,-8,1
Heisson,WA,98622,45.801586,-122.520347,-8,1
Henderson,NV,89009,35.927901,-114.972061,-8,1
Silverpeak,NV,89047,37.751386,-117.64225,-8,1
Gerlach,NV,89412,40.652505,-119.356505,-8,1
Elmer City,WA,99124,47.998468,-118.95248,-8,1
Alakanuk,AK,99554,62.683391,-164.65455,-9,1
Rosman,NC,28772,35.139812,-82.84253,-5,1
Fort Mill,SC,29708,35.040969,-80.99427,-5,1
Perry,GA,31069,32.460791,-83.73541,-5,1
Opelika,AL,36801,32.660497,-85.39917,-6,1
Memphis,TN,38124,35.201738,-89.971538,-6,1
Otisco,IN,47163,38.544512,-85.66831,-5,1
Hamblen,IN,47488,39.246268,-86.163826,-5,0
Freeport,ME,4033,44.408078,-70.470703,-5,1
Zanoni,VA,23191,37.418242,-76.508402,-5,1
Colonial Heights,VA,23834,37.265403,-77.40438,-5,1
Dendron,VA,23839,37.079298,-76.92155,-5,1
Naoma,WV,25140,37.883223,-81.48001,-5,1
Drifton,PA,18221,41.004017,-75.90569,-5,1
Jackson,PA,18825,41.822157,-75.59506,-5,1
Philadelphia,PA,19115,40.09261,-75.04118,-5,1
Rutledge,GA,30663,33.614556,-83.61157,-5,1
Alverton,PA,15612,40.136883,-79.59033,-5,1
New Haven,CT,6520,41.365709,-72.927507,-5,1
Santa Barbara,CA,93110,34.439579,-119.76788,-8,1
Ben Lomond,CA,95005,37.084347,-122.08524,-8,1
Manteca,CA,95337,37.782332,-121.23578,-8,1
Granger,WA,98932,46.345166,-120.1843,-8,1
Albuquerque,NM,87184,35.044339,-106.672872,-7,1
Hernandez,NM,87537,36.094021,-106.17472,-7,1
Cottontown,TN,37048,36.491753,-86.59963,-6,1
Mt Zion,IL,62549,39.777116,-88.87171,-6,1
Luray,MO,63453,40.489269,-91.87248,-6,1
Callao,MO,63534,39.7418,-92.63582,-6,1
Charleston,MO,63834,36.915335,-89.31308,-6,1
Vail,CO,81658,39.624171,-106.497314,-7,1
Brittany,LA,70718,30.201004,-90.868876,-6,1
Ivan,AR,71748,33.97547,-92.647817,-6,1
North Little Rock,AR,72118,34.813269,-92.30229,-6,1
Charlotte,TX,78011,28.795637,-98.71951,-6,1
Pollock,ID,83547,45.291282,-116.35695,-7,1
Pleasanton,KS,66075,38.184882,-94.70142,-6,1
Dale,WI,54931,44.416326,-88.464873,-6,1
New Boston,MI,48164,42.128069,-83.38785,-5,1
Imlay City,MI,48444,43.038967,-83.06067,-5,1
Homer,MI,49245,42.147222,-84.80789,-5,1
Ackworth,IA,50001,41.363615,-93.41494,-6,1
Jamaica,IA,50128,41.855913,-94.29981,-6,1
Baldwyn,MS,38824,34.511249,-88.63051,-6,1
Pascagoula,MS,39569,30.441072,-88.634482,-6,1
Willisburg,KY,40078,37.840066,-85.12572,-5,1
Genoa,OH,43430,41.523309,-83.37072,-5,1
Dalton,OH,44618,40.787827,-81.68623,-5,1
Dayton,OH,45418,39.716161,-84.2734,-5,1
Wingett Run,OH,45789,39.551002,-81.256,-5,1
Bristol,IN,46507,41.725061,-85.81792,-5,0
Phenix City,AL,36869,32.433065,-85.04512,-6,1
Beechgrove,TN,37018,35.642797,-86.1669,-6,1
Clarksville,TN,37041,36.477428,-87.377197,-6,1
Davenport,IA,52809,41.613034,-90.606284,-6,1
Enterprise,MS,39330,32.170432,-88.83866,-6,1
Loves Park,IL,61132,42.325364,-89.170527,-6,1
Carbondale,IL,62903,37.758646,-89.415831,-6,1
Bluffton,AR,72827,34.832089,-93.71111,-6,1
Oilton,OK,74052,36.084211,-96.5794,-6,1
Austin,TX,78701,30.27127,-97.74103,-6,1
Ovalo,TX,79541,32.151983,-99.84483,-6,1
Sylvester,TX,79560,32.684029,-100.1998,-6,1
Denver,CO,80230,39.721763,-104.89627,-7,1
Stratton,CO,80836,39.29782,-102.59745,-7,1
Florence,CO,81290,38.358421,-105.106881,-7,1
Stuart,OK,74570,34.858091,-96.09233,-6,1
Mineral Wells,TX,76067,32.810275,-98.10707,-6,1
Tolar,TX,76476,32.387648,-97.93959,-6,1
Oglesby,TX,76561,31.430323,-97.52946,-6,1
Gallatin,MO,64640,39.912973,-93.96536,-6,1
Conshohocken,PA,19429,40.211896,-75.35586,-5,1
Hobart,NY,13788,42.368357,-74.66452,-5,1
Caneadea,NY,14717,42.37074,-78.19335,-5,1
Glen Jean,WV,25846,37.927809,-81.15174,-5,1
Winston Salem,NC,27103,36.066545,-80.30733,-5,1
Kingston,GA,30145,34.237986,-84.97801,-5,1
Maxeys,GA,30671,33.748344,-83.18538,-5,1
Americus,GA,31719,32.085491,-84.252665,-5,1
Deland,FL,32724,29.039757,-81.27927,-5,1
Mount Dora,FL,32757,28.786272,-81.64475,-5,1
Goshen,AL,36035,31.756986,-86.14489,-6,1
Sawyerville,AL,36776,32.739091,-87.7417,-6,1
Gattman,MS,38844,33.885239,-88.24591,-6,1
Sidon,MS,38954,33.417028,-90.21318,-6,1
Arlington,OH,45814,40.892253,-83.64338,-5,1
Pennville,IN,47369,40.495879,-85.14637,-5,0
Fall River,WI,53932,43.407179,-89.05837,-6,1
River Falls,WI,54022,44.854636,-92.61729,-6,1
Fontanet,IN,47851,39.573663,-87.24536,-5,0
New Virginia,IA,50210,41.193148,-93.71388,-6,1
Atkins,IA,52206,41.993799,-91.86755,-6,1
Moscow,IA,52760,41.57371,-91.08369,-6,1
Mistletoe,KY,41351,37.398617,-83.704908,-5,1
Danville,OH,43014,40.470806,-82.26422,-5,1
Sharon Springs,NY,13459,42.774077,-74.58404,-5,1
Rochester,NY,14642,43.286024,-77.684264,-5,1
Claysville,PA,15323,40.114204,-80.40715,-5,1
Lothian,MD,20711,38.80884,-76.67236,-5,1
Maryland Line,MD,21105,39.712453,-76.65069,-5,1
Trenton,NJ,8629,40.219358,-74.73334,-5,1
Tomkins Cove,NY,10986,41.271543,-73.98676,-5,1
Rock Hill,SC,29730,34.914611,-81.0125,-5,1
Medford,NY,11763,40.820786,-72.98375,-5,1
Piseco,NY,12139,43.40276,-74.56972,-5,1
La Grange,NY,12509,41.643599,-73.847176,-5,1
New Providence,PA,17560,39.915209,-76.21546,-5,1
Light Street,PA,17839,41.020062,-76.438413,-5,1
Easton,PA,18045,40.681531,-75.26722,-5,1
Millsap,TX,76066,32.715412,-98.00165,-6,1
Olney Springs,CO,81062,38.193937,-103.92275,-7,1
Fort Huachuca,AZ,85670,31.880077,-109.754263,-7,0
Utica,NY,13503,43.101869,-75.231158,-5,1
Boyers,PA,16020,41.10936,-79.90816,-5,1
Clayville,RI,2815,41.777861,-71.67009,-5,1
Milford,ME,4461,44.956776,-68.62199,-5,1
Georgetown,ME,4546,43.767018,-69.749812,-5,1
Kearny,NJ,7032,40.763051,-74.13718,-5,1
Tall Timbers,MD,20690,38.165432,-76.53284,-5,1
Dunnsville,VA,22454,37.854791,-76.81298,-5,1
Howe,TX,75459,33.518979,-96.63523,-6,1
Lufkin,TX,75904,31.339891,-94.76295,-6,1
Houston,TX,77289,29.83399,-95.434241,-6,1
Brian Head,UT,84719,37.663896,-112.81081,-7,1
Arcadia,CA,91077,33.786594,-118.298662,-8,1
Garden Grove,CA,92840,33.785166,-117.93406,-8,1
Raven,VA,24639,37.136584,-81.89068,-5,1
Danville,WV,25053,38.05738,-81.86082,-5,1
Phoenix,NY,13135,43.235916,-76.31339,-5,1
Hatillo,PR,659,18.432956,-66.80039,-4,0
Wheelwright,MA,1094,42.358201,-72.140846,-5,1
Plymouth,MA,2361,41.970474,-70.701357,-5,1
Rowlesburg,WV,26425,39.320034,-79.68442,-5,1
Teaberry,KY,41660,37.428801,-82.64374,-5,1
Toledo,OH,43623,41.707649,-83.64363,-5,1
Mead,NE,68041,41.22091,-96.47719,-6,1
Verdigre,NE,68783,42.620877,-98.12001,-6,1
Bowdon,ND,58418,47.42157,-99.63946,-6,1
Mount Olive,IL,62069,39.077557,-89.73423,-6,1
Bluff City,TN,37618,36.469605,-82.22998,-5,1
Vancouver,WA,98665,45.681271,-122.66712,-8,1
Aurora,OR,97002,45.234609,-122.79749,-8,1
Portland,OR,97233,45.513242,-122.49985,-8,1
Forest,LA,71242,32.82388,-91.398944,-6,1
May,TX,76857,31.917862,-98.95325,-6,1
Santa Anna,TX,76878,31.722813,-99.2959,-6,1
Sugar Land,TX,77478,29.627737,-95.62444,-6,1
Brenham,TX,77834,30.231333,-96.290358,-6,1
San Jacinto,CA,92583,33.788491,-116.95125,-8,1
Colorado Springs,CO,80940,38.82469,-104.562027,-7,1
Shady Point,OK,74956,35.122751,-94.72058,-6,1
Talmage,UT,84073,40.352343,-110.46935,-7,1
Howell,UT,84316,41.773176,-112.45965,-7,1
Shonto,AZ,86054,36.630103,-110.65072,-7,0
Miller,MO,65707,37.220289,-93.84181,-6,1
La Joya,NM,87028,34.34886,-106.8053,-7,1
Reno,NV,89510,39.87107,-119.71313,-8,1
Foss,OK,73647,35.45544,-99.1744,-6,1
Michigan City,IN,46360,41.707539,-86.87902,-6,1
South Bend,IN,46614,41.626588,-86.24804,-5,0
Calvin,KY,40813,36.737835,-83.60248,-5,1
Okolona,MS,38860,33.976464,-88.76008,-6,1
Logan,IL,62856,37.994296,-88.941665,-6,1
McClure,IL,62957,37.305331,-89.43066,-6,1
Cosby,MO,64436,39.850535,-94.69403,-6,1
Dunnell,MN,56127,43.556667,-94.77432,-6,1
Cogswell,ND,58017,46.059066,-97.80989,-6,1
Waucoma,IA,52171,43.068101,-92.05255,-6,1
Adrian,MI,49221,41.900927,-84.04585,-5,1
Morley,MI,49336,43.494361,-85.43184,-5,1
Clarion,IA,50525,42.738313,-93.7385,-6,1
Newport,RI,2840,41.488002,-71.31262,-5,1
Winn,ME,4495,45.484389,-68.37662,-5,1
Niagara Falls,NY,14301,43.096555,-79.03925,-5,1
Smock,PA,15480,39.987054,-79.77879,-5,1
Farrell,PA,16121,41.211606,-80.49404,-5,1
Windsor,VA,23487,36.828408,-76.73506,-5,1
Charlton Heights,WV,25040,38.12563,-81.24499,-5,1
Harbeson,DE,19951,38.682345,-75.23286,-5,1
Washington,DC,20277,38.893311,-77.014647,-5,1
Alexandria,VA,22334,38.815762,-77.09005,-5,1
Newport News,VA,22606,38.112139,-77.329674,-5,1
Cedar Falls,NC,27230,35.802758,-79.879711,-5,1
Climax,NC,27233,35.911979,-79.69566,-5,1
Kirkville,NY,13082,43.099547,-75.9619,-5,1
Riesel,TX,76683,31.503892,-97.179773,-6,1
Fort McKavett,TX,76841,30.834326,-100.09843,-6,1
Asherton,TX,78827,28.442081,-99.76064,-6,1
Lanesboro,IA,51451,42.184035,-94.69246,-6,1
Minneapolis,MN,55408,44.947515,-93.28742,-6,1
Bainville,MT,59212,48.1154,-104.19036,-7,1
Kalispell,MT,59902,48.189424,-114.143531,-7,1
Palos Hills,IL,60465,41.699432,-87.82977,-6,1
West Plains,MO,65775,36.719145,-91.87408,-6,1
Kenner,LA,70065,30.022853,-90.25133,-6,1
New Orleans,LA,70185,30.032997,-89.882564,-6,1
Louann,AR,71751,33.397936,-92.77116,-6,1
Higginson,AR,72068,35.169853,-91.70833,-6,1
Cambria,SD,57443,45.697865,-98.317734,-6,1
Independence,MO,63859,36.267961,-90.031801,-6,1
Waukomis,OK,73773,36.273144,-97.90335,-6,1
Chatfield,TX,75105,32.241963,-96.37917,-6,1
Longview,TX,75615,32.51121,-94.783493,-6,1
Doerun,GA,31744,31.325004,-83.90937,-5,1
Jacksonville,FL,32229,30.34494,-81.683107,-5,1
Milton,FL,32571,30.627637,-87.16724,-6,1
Cassadaga,FL,32706,28.965591,-81.23654,-5,1
Boonsboro,MD,21713,39.521507,-77.66056,-5,1
Pleasantville,PA,16341,41.560056,-79.53852,-5,1
Huntly,VA,22640,38.808303,-78.13578,-5,1
Plainwell,MI,49080,42.462935,-85.61256,-5,1
Laketown,UT,84038,41.797569,-111.3702,-7,1
Golden Valley,AZ,86413,35.190896,-114.24036,-7,0
Tahlequah,OK,74465,35.900074,-95.040008,-6,1
Grove,OK,74345,36.603587,-94.72974,-6,1
Greeneville,TN,37743,36.102325,-82.85446,-5,1
Colorado Springs,CO,80946,38.82469,-104.562027,-7,1
Leoma,TN,38468,35.135003,-87.29218,-6,1
Pasadena,CA,91115,33.786594,-118.298662,-8,1
Ocean Springs,MS,39566,30.441072,-88.634482,-6,1
Vancouver,WA,98666,45.801586,-122.520347,-8,1
Jewett,OH,43986,40.374942,-80.99193,-5,1
Frenchmans Bayou,AR,72338,35.443275,-90.17801,-6,1
Cleveland,OH,44102,41.473451,-81.7358,-5,1
Sunnyvale,CA,94089,37.406289,-122.00838,-8,1
Stout,OH,45684,38.664532,-83.29759,-5,1
Rhineland,MO,65069,38.748204,-91.57242,-6,1
Gaffney,SC,29340,35.03653,-81.62497,-5,1
Bucyrus,MO,65444,37.365975,-92.07367,-6,1
Hollywood,SC,29494,32.727638,-80.24773,-5,1
Goddard,KS,67052,37.651845,-97.5739,-6,1
Gray Court,SC,29645,34.601311,-82.13111,-5,1
Omaha,NE,68180,41.291736,-96.171104,-6,1
Hastings,NE,68902,40.589594,-98.397248,-6,1
Sanborn,MN,56083,44.21838,-95.13348,-6,1
Atlanta,GA,30364,33.844371,-84.47405,-5,1
Oneida,AR,72369,34.459854,-90.78022,-6,1
Bedford,NY,10506,41.195778,-73.62777,-5,1
Ringgold,LA,71068,32.304429,-93.33008,-6,1
Crestwood,KY,40014,38.335106,-85.4584,-5,1
Dewitt,KY,40930,36.855044,-83.739,-5,1
Brantingham,NY,13312,43.689564,-75.27252,-5,1
Woodridge,NY,12789,41.708062,-74.5698,-5,1
Honeoye Falls,NY,14472,42.964593,-77.5919,-5,1
Shiloh,OH,44878,40.949737,-82.52995,-5,1
San Jose,CA,95134,37.412539,-121.94461,-8,1
Birmingham,AL,35288,33.445808,-86.928542,-6,1
Lyle,MN,55953,43.519177,-92.96466,-6,1
Blackstock,SC,29014,34.552119,-81.13542,-5,1
Baxter,IA,50028,41.820644,-93.14743,-6,1
Mantua,NJ,8051,39.785785,-75.17761,-5,1
Tulsa,OK,74145,36.096296,-95.8847,-6,1
Becker,MS,38825,33.869763,-88.462173,-6,1
Sullivan,IN,47882,39.090479,-87.40667,-5,0
Vossburg,MS,39366,31.931474,-88.922,-6,1
Benton Harbor,MI,49023,42.001551,-86.715294,-5,1
Ottawa Lake,MI,49267,41.757599,-83.70951,-5,1
Seaford,NY,11783,40.679752,-73.48959,-5,1
Albany,NY,12245,42.614852,-73.970812,-5,1
Putnam Station,NY,12861,43.74531,-73.41569,-5,1
Elsmere,NE,69135,42.211636,-100.2201,-6,1
New Haven,CT,6513,41.315797,-72.8803,-5,1
Hoboken,NJ,7030,40.744851,-74.03294,-5,1
Flora,LA,71428,31.612444,-93.097958,-6,1
Rosamond,IL,62083,39.354674,-89.19993,-6,1
Claremont,IL,62421,38.755492,-87.95334,-6,1
Denver,MO,64441,40.386181,-94.28975,-6,1
San Antonio,TX,78237,29.422583,-98.56584,-6,1
Minot AFB,ND,58705,48.234184,-101.297161,-6,1
Lincolnshire,IL,60069,42.188074,-87.92717,-6,1
Chicago,IL,60667,41.811929,-87.68732,-6,1
Cherryville,MO,65446,37.817055,-91.26828,-6,1
Calimesa,CA,92320,33.984551,-117.03767,-8,1
San Bernardino,CA,92410,34.106965,-117.2975,-8,1
Clallam Bay,WA,98326,48.181608,-124.41188,-8,1
Chesterfield,NH,3443,42.871815,-72.47163,-5,1
Small Point,ME,4567,43.900856,-69.859541,-5,1
Poultney,VT,5752,43.225264,-73.141318,-5,1
Middlebury,VT,5753,44.006024,-73.172,-5,1
Uncasville,CT,6382,41.457198,-72.11459,-5,1
Marlborough,MA,1752,42.350909,-71.54753,-5,1
Lakemont,GA,30552,34.763553,-83.44201,-5,1
Thomasville,GA,31758,30.868187,-83.927785,-5,1
Orlando,FL,32831,28.458149,-81.13666,-5,1
Hallandale,FL,33009,25.987069,-80.15004,-5,1
West Davenport,NY,13860,42.183045,-74.925617,-5,1
Rochester,NY,14612,43.256462,-77.66183,-5,1
Wolftown,VA,22748,38.372652,-78.380509,-5,1
Paxtonville,PA,17861,40.770921,-77.08455,-5,1
Meshoppen,PA,18630,41.653604,-76.03178,-5,1
Ransom,PA,18653,41.393881,-75.82447,-5,1
Naguabo,PR,718,18.22048,-65.74293,-4,0
Smithboro,NY,13840,42.039512,-76.400376,-5,1
West Newbury,VT,5085,44.062646,-72.13946,-5,1
Standard,CA,95373,37.986377,-120.241412,-8,1
Spanaway,WA,98387,47.077796,-122.40517,-8,1
Long Beach,CA,90842,33.786594,-118.298662,-8,1
San Diego,CA,92158,33.016928,-116.846046,-8,1
California Hot Springs,CA,93207,35.87137,-118.6821,-8,1
Weed,CA,96094,41.460403,-122.38544,-8,1
Oklahoma City,OK,73141,35.498461,-97.39314,-6,1
Hitchita,OK,74438,35.520519,-95.75122,-6,1
Sylvan Grove,KS,67481,39.023406,-98.40165,-6,1
Rush Center,KS,67575,38.445884,-99.26298,-6,1
Odessa,MO,64076,38.98915,-93.95373,-6,1
Rosendale,MO,64483,40.03722,-94.83935,-6,1
Westboro,MO,64498,40.554988,-95.34418,-6,1
Rolla,MO,65409,37.876191,-91.777182,-6,1
Cave Creek,AZ,85327,33.276539,-112.18717,-7,0
Pima,AZ,85543,32.90375,-109.84995,-7,0
Chicago,IL,60694,41.811929,-87.68732,-6,1
Essex,IL,60935,41.17569,-88.17268,-6,1
Pettus,TX,78146,28.615464,-97.81591,-6,1
Denver,CO,80266,39.747179,-104.991511,-7,1
Boulder,CO,80329,40.087835,-105.373507,-7,1
Metairie,LA,70001,29.984096,-90.16902,-6,1
Franklinton,LA,70499,30.847346,-90.154156,-6,1
Hamilton,IA,50116,41.17969,-92.94775,-6,1
Burt,IA,50522,43.192938,-94.19512,-6,1
Detroit,MI,48277,42.239933,-83.150823,-5,1
Jasper,MI,49248,41.766891,-84.01395,-5,1
Hepzibah,WV,26369,39.328064,-80.33566,-5,1
Lost City,WV,26810,38.973027,-78.73978,-5,1
Monroe,NC,28112,34.936388,-80.5382,-5,1
Commercial Point,OH,43116,39.768502,-83.06007,-5,1
Baltimore,MD,21250,39.258226,-76.713149,-5,1
Stonington,ME,4681,44.168214,-68.66405,-5,1
Burlington,VT,5401,44.484038,-73.22126,-5,1
Little Genesee,NY,14754,42.020028,-78.20368,-5,1
Thompsons,TX,77481,29.478032,-95.58329,-6,1
Nursery,TX,77976,28.954273,-97.090604,-6,1
Falcon Heights,TX,78545,26.561861,-99.13392,-6,1
El Paso,TX,79915,31.743038,-106.36957,-7,1
El Paso,TX,79935,31.784541,-106.33705,-7,1
Granville,ND,58741,48.269326,-100.82468,-6,1
Phoenix,AZ,85074,33.276539,-112.18717,-7,0
Scottsdale,AZ,85258,33.566635,-111.89337,-7,0
Afton,OK,74331,36.618326,-94.93424,-6,1
Broaddus,TX,75929,31.242362,-94.17675,-6,1
Oklahoma City,OK,73170,35.338716,-97.53569,-6,1
Henderson,CO,80640,39.885202,-104.88339,-7,1
Evansville,WY,82636,42.828639,-106.15952,-7,1
Elmira,NY,14901,42.091924,-76.79217,-5,1
Erie,PA,16503,42.127807,-80.06351,-5,1
Pillow,PA,17080,40.64043,-76.80346,-5,1
Chiefland,FL,32626,29.453178,-82.86837,-5,1
Jamesville,VA,23398,37.534336,-75.877052,-5,1
Fort Mitchell,VA,23941,36.948129,-78.248333,-5,1
Taylors Island,MD,21669,38.458374,-76.30203,-5,1
Mar Lin,PA,17951,40.679479,-76.24495,-5,1
Norristown,PA,19401,40.123708,-75.33843,-5,1
Clarkdale,GA,30111,33.912473,-84.557181,-5,1
Schenectady,NY,12305,42.814476,-73.94337,-5,1
Tunnelton,WV,26444,39.377589,-79.76428,-5,1
Bostic,NC,28018,35.441168,-81.7995,-5,1
Misenheimer,NC,28109,35.485703,-80.28811,-5,1
Hills,IA,52235,41.55464,-91.53532,-6,1
Clinton,IA,52732,41.861633,-90.21539,-6,1
Maple Plain,MN,55592,45.200875,-93.888099,-6,1
Kingston,NY,12402,41.878801,-74.345684,-5,1
South New Berlin,NY,13843,42.533274,-75.38008,-5,1
Lynchburg,VA,24504,37.400275,-79.12597,-5,1
Orgas,WV,25148,38.04358,-81.57171,-5,1
Philadelphia,PA,19192,39.951112,-75.167622,-5,1
Pomeroy,PA,19367,39.964795,-75.88285,-5,1
Corrigan,TX,75939,30.998982,-94.7994,-6,1
Texas City,TX,77592,29.330501,-94.800238,-6,1
Sigurd,UT,84657,38.834889,-111.943,-7,1
Graff,MO,65660,37.330625,-92.27211,-6,1
South Haven,KS,67140,37.065497,-97.36562,-6,1
Cairo,NE,68824,40.99858,-98.60417,-6,1
Nageezi,NM,87037,36.17798,-107.80037,-7,1
Vallecitos,NM,87581,36.537146,-106.13395,-7,1
Pioche,NV,89043,38.122239,-114.40318,-8,1
San Antonio,TX,78211,29.362185,-98.54644,-6,1
McAllen,TX,78555,26.250709,-97.711367,-6,1
Maryneal,TX,79535,32.249241,-100.449,-6,1
Terlingua,TX,79852,29.441286,-103.63643,-6,1
Pangburn,AR,72121,35.432905,-91.81901,-6,1
Oklahoma City,OK,73113,35.551409,-97.407537,-6,1
Commerce,OK,74399,36.932944,-94.873005,-6,1
Milford,CT,6460,41.21953,-73.0554,-5,1
Lyons,NJ,7939,40.566553,-74.599801,-5,1
Riverside,NJ,8075,40.029361,-74.9541,-5,1
White Plains,NY,10607,41.041191,-73.80953,-5,1
San Juan,PR,924,18.401917,-66.01194,-4,0
Cambridge,MA,2139,42.364347,-71.10431,-5,1
Brockton,MA,2305,41.970474,-70.701357,-5,1
Scituate,MA,2407,42.136086,-70.688251,-5,1
Summersville,MO,65571,37.184223,-91.65064,-6,1
Shawnee Mission,KS,66223,38.860552,-94.66594,-6,1
Rochester,WI,53167,42.742629,-88.22308,-6,1
Jonesborough,TN,37659,36.293805,-82.49704,-5,1
Socastee,SC,29599,33.694492,-79.011696,-5,1
Morristown,NY,13664,44.585561,-75.64797,-5,1
Holbrook,PA,15341,39.82644,-80.35051,-5,1
Washington,DC,20026,38.893311,-77.014647,-5,1
North Garden,VA,22959,37.935994,-78.64088,-5,1
Elizaville,KY,41037,38.3481,-83.718626,-5,1
Quincy,OH,43343,40.308916,-83.97325,-5,1
East Springfield,OH,43925,40.450257,-80.86015,-5,1
Youngstown,OH,44514,41.016159,-80.61549,-5,1
Dayton,OH,45412,39.750471,-84.268593,-5,1
Summer Lake,OR,97640,42.961806,-120.77072,-8,1
Mossyrock,WA,98564,46.50494,-122.48668,-8,1
Farmington,ID,99128,47.091551,-116.99158,-8,1
Kennewick,WA,99336,46.210957,-119.16369,-8,1
Sebeka,MN,56477,46.630023,-95.01222,-6,1
Marvin,SD,57251,45.268329,-96.9274,-6,1
Waubay,SD,57273,45.369654,-97.2924,-6,1
Little York,IL,61453,41.010666,-90.75393,-6,1
Fairfield,IL,62837,38.374627,-88.35735,-6,1
Chaffee,MO,63740,37.182556,-89.68379,-6,1
Kewanee,MO,63860,36.67088,-89.57338,-6,1
Hinckley,OH,44233,41.233479,-81.73475,-5,1
Hubbard,OH,44425,41.166743,-80.57733,-5,1
Indianapolis,IN,46227,39.678495,-86.12973,-5,0
Lake Leelanau,MI,49653,44.975051,-85.72325,-5,1
South Williamson,KY,41503,37.67059,-82.28465,-5,1
Fort Deposit,AL,36032,31.984289,-86.57087,-6,1
Jackson,MS,39272,32.311287,-90.397157,-6,1
Honolulu,HI,96849,24.859832,-168.021815,-10,0
Lynnwood,WA,98046,48.037258,-121.682271,-8,1
Stevenson,WA,98648,45.669604,-121.91332,-8,1
Rampart,AK,99767,65.507883,-150.1636,-9,1
Randolph,VT,5060,43.954353,-72.66916,-5,1
Saint Albans Bay,VT,5481,44.824855,-72.895849,-5,1
Ipswich,MA,1938,42.682965,-70.84007,-5,1
Charleston,SC,29419,32.84885,-79.85773,-5,1
Pineview,GA,31071,32.13702,-83.52604,-5,1
Perrysville,IN,47974,40.043359,-87.4655,-5,0
Belmont,MS,38827,34.513163,-88.2092,-6,1
Ackerman,MS,39735,33.371974,-89.17616,-6,1
Port Deposit,MD,21904,39.61881,-76.0853,-5,1
Middletown,VA,22649,39.004774,-78.247806,-5,1
Walkerton,VA,23177,37.728152,-76.99901,-5,1
Batesburg-Leesville,SC,29066,33.905722,-81.530165,-5,1
Pendergrass,GA,30567,34.167309,-83.68536,-5,1
Birmingham,AL,35214,33.558772,-86.89199,-6,1
Adams,TN,37010,36.569635,-87.10026,-6,1
Dowelltown,TN,37059,35.993983,-85.92851,-6,1
La Vergne,TN,37086,36.01333,-86.56268,-6,1
Southside,TN,37171,36.354736,-87.30571,-6,1
Milligan College,TN,37682,36.296007,-82.305359,-5,1
Jacks Creek,TN,38347,35.462376,-88.50539,-6,1
Lake Winola,PA,18625,41.509364,-75.85458,-5,1
Philadelphia,PA,19155,40.001811,-75.11787,-5,1
Lanham,MD,20706,38.964093,-76.85331,-5,1
Baltimore,MD,21210,39.352496,-76.63452,-5,1
Providence Forge,VA,23140,37.438569,-77.03578,-5,1
Yukon,WV,24899,37.375246,-81.653889,-5,1
Rushville,OH,43150,39.778306,-82.41455,-5,1
Boca Raton,FL,33499,26.645895,-80.430269,-5,1
Pelham,NC,27311,36.49076,-79.48073,-5,1
Pendleton,NC,27862,36.490929,-77.1981,-5,1
Hickman,TN,38567,36.140473,-85.91072,-6,1
Mattson,MS,38758,34.095627,-90.51041,-6,1
Des Moines,IA,50368,41.672687,-93.572173,-6,1
Lone Rock,IA,50559,43.204803,-94.31526,-6,1
Shell Rock,IA,50670,42.710399,-92.59746,-6,1
Hopkinton,IA,52237,42.346132,-91.24208,-6,1
Havre,MT,59501,48.584562,-109.78365,-7,1
Richland,KS,67033,37.519257,-97.152533,-6,1
Omaha,NE,68278,41.264333,-95.946368,-6,1
Arbyrd,MO,63821,36.048279,-90.23343,-6,1
Oxly,MO,63955,36.604837,-90.68582,-6,1
Minneapolis,MN,55430,45.059265,-93.29977,-6,1
Chicago,IL,60684,41.811929,-87.68732,-6,1
Donovan,IL,60931,40.876303,-87.60159,-6,1
Norris,IL,61553,40.449305,-90.161761,-6,1
Percy,IL,62272,38.006386,-89.61645,-6,1
La Prairie,IL,62346,40.151799,-90.95426,-6,1
Lindstrom,MN,55045,45.387281,-92.83551,-6,1
Ardmore,OK,73402,34.288884,-97.248074,-6,1
Mannsville,OK,73447,34.225742,-96.86109,-6,1
Longview,TX,75607,32.51121,-94.783493,-6,1
La Crosse,FL,32658,29.845122,-82.39845,-5,1
Grindstone,PA,15442,40.013397,-79.83113,-5,1
Teaneck,NJ,7666,40.890964,-74.01115,-5,1
San Juan,PR,938,18.410462,-66.060533,-4,0
Atlanta,GA,30370,33.844371,-84.47405,-5,1
Augusta,GA,30919,33.386041,-82.090996,-5,1
Cape Coral,FL,33915,26.659942,-81.893427,-5,1
